year,hour,questionNumber,questionText,answer,reasoning
2023,41,7,It's time once more to take out your copy of the new Trivia Times. Take a look at those gentlemen in picture number 29. What is the first and last name of the shirtless man under the sheet?,Randy Van Warmer,"Question is read at 10:45:57 and repeated at 10:45:57, 10:47:57, and 10:49:58. Answer is confirmed at 10:50:28: 'The answer is Randy Van Warmer' and reiterated at 10:50:58. This is a visual question based on a photo in the Trivia Times publication. --- Question identified at 10:45:26 as 'question number seven hour 41'. Answer given at 10:50:28 as 'Randy Van Warmer'. This is a reference question requiring the physical Trivia Times publication. --- Question introduced at 10:45:57 and answered at 10:49:58. This references a picture in the Trivia Times publication provided to contestants."
2023,41,8,"A new spin on a classic children's game is recently described in a commercial as a game of strategy, skill and suspense. What is the name of this new game?",Connect Four Spin,Question is read at 10:50:58 and repeated at 10:53:59 and 10:54:30. Answer is given at 10:56:30 as 'The answer is connect for spin' and confirmed at 10:56:58 as 'the answer to question number eight hour 41 is for spin.' The transcription shows 'for spin' which should be 'Connect Four Spin' based on the question context about a classic children's game (Connect Four). --- Question identified at 10:50:58 as 'question number eight of our 41'. Answer given at 10:56:30 as 'connect for spin' (transcribed as 'for' but likely 'four'). This is a modern variation on the classic Connect Four game. --- Question introduced at 10:50:58 and answered at 10:56:00. The answer is given as 'connect four spin' - a variant on the classic Connect Four game.
2023,42,1,Two animated guinea pigs while investigating a plot to take over the world are attacked by a coffee maker. At what establishment does this big screen battle take place?,Giselle's Bakery,Question is read at 11:04:33 and repeated at 11:05:03 and 11:07:04 and 11:07:34. Answer is confirmed at 11:09:35: 'The answer. Giselle's Baker' and reiterated at 11:10:05 as 'The answer to question number one hour 42 Giselle's Bakery.' Minor transcription variation: 'Baker' vs 'Bakery' - full correct name is 'Giselle's Bakery.' --- Question 1 of hour 42 is clearly stated multiple times in the transcript. The answer 'Giselle's Bakery' is given at timestamp 11:09:35 as 'Giselle's Baker' and clarified at 11:10:05 as 'Giselle's Bakery'. This refers to the animated film Madagascar 3. --- Question identified at 11:04:33 as 'question one of hour 42'. Answer given at 11:09:35 as 'Giselle's Baker' (full name appears to be 'Giselle's Bakery'). This appears to be from an animated film about guinea pigs. --- Question clearly identified as 'question number one of hour 42'. Answer given as 'Giselle's Bakery' (transcribed with minor spelling variations throughout). The question is read multiple times and answer provided at 11:09:35. --- Question introduced at 11:04:33 and answered at 11:09:05. This is about an animated film featuring guinea pigs. The answer is transcribed as 'Giselle's Baker' but likely 'Giselle's Bakery'. --- Clear question identification at 11:05:03 with 'Question one of hour 42'. Answer provided at 11:09:35 as 'Giselle's Baker' (likely 'Bakery' based on context of guinea pig movie reference to Madagascar 3). Confirmed again at 11:10:05.
2023,42,2,A commercial for a beverage describes many things that can be found in it like fruit juice and tea. One of those things is an official title. This title appears on a medal in this ad. What is this title?,Morning Person,Question is read at 11:10:35 and repeated at 11:10:35. The transcript cuts off at 11:11:05 before the answer is provided. No answer is found in this chunk. --- Question 2 of hour 42 is stated at 11:10:05. The answer 'Morning Person' is given at timestamp 11:15:37 with confirmation 'the answer to question number two of our 42 is morning Person'. --- Question identified at 11:10:05 as 'question two hour 42'. The question text is complete but the answer is not provided in this transcript chunk. The question is asking about an official title that appears on a medal in a beverage commercial. --- Question identified as 'question number two of our 42'. Answer given as 'Morning Person' (though transcribed at 11:15:07 with some transcription ambiguity as 'more person'). The answer is repeated at 11:15:37. --- Question introduced at 10:10:35 but no answer is provided in this transcript chunk. The transcript ends at 11:11:35 before the answer is given. --- Question identified at 11:10:05 as 'question number two of our 42'. Answer given at 11:15:07 as 'Morning Person' (transcribed as 'more Person' but context suggests 'Morning Person'). This appears to reference a Gatorade commercial.
2023,42,3,A musician wearing a gold suit rode and performed atop a confetti spewing 60 ft long float in the 2022 Macy's Thanksgiving Day parade. What is the performing name of this musician?,Trombone Shorty,Question 3 of hour 42 clearly stated at 11:15:37. Answer given at 11:21:39 as 'trombone shorty'. This is a well-known musician known for his trombone performances. --- Question identified as 'question number three of hour 42'. Answer given as 'Trombone Shorty' at 11:21:39. Question is read multiple times before answer provided. --- Question introduced at 11:15:37 as 'question number three here at hour 42'. Answer provided at 11:21:39 as 'trombone shorty' (two words). Confirmed at 11:22:09.
2023,42,4,"As if flat earthers weren't enough. A native of Amor tells a man from earth that his world is dish shaped, waving away mathematical inconsistencies by citing a theory that involved multiplying units of distance by the square root of negative one. In what literary work did this conversation take place?",Pirates of Venus,"Question 4 of hour 42 clearly stated at 11:22:09. Answer 'Pirates of Venus' given at timestamp 11:28:41. This is referencing a science fiction novel, likely by Edgar Rice Burroughs. --- Question identified as 'question number four of hour 42'. Answer given as 'Pirates of Venus' at 11:28:41. Question references a science fiction work and involves mathematical concepts. --- Question identified at 11:22:39 as 'question number four of hour 42'. Answer provided at 11:28:41 as 'Pirates of Venus'. This is a reference to Edgar Rice Burroughs' science fiction novel."
2023,42,5,The premise of a short lived sitcom revolved around the return of a man who had been preserved in a glacier like a package of succotash in a freezer and his identical 33 year old grandson. What is the last name of these characters?,Carpenter,"Question 5 of hour 42 stated at 11:29:42. Answer 'carpenter' given at timestamp 11:35:44. The transcription clearly states 'the answer is carpenter. Again, the answer to question number five hour 42 is carpenter'. --- Question identified as 'question number five hour 42'. Answer given as 'Carpenter' at 11:35:44. The question describes a sitcom premise with an unusual frozen preservation premise. --- Question identified at 11:29:42 as 'question number five of hour 42'. Answer provided at 11:35:44 as 'carpenter'. Confirmed at 11:36:14."
2023,42,6,An annual tournament for a game it helped popularize was created in 1969 by David Attenborough for the BBC as an attempt to capitalize on new color TV broadcasting capabilities. It was held annually until 1986. Then on and off again with special versions including celebrity competitions. What was the name of this tournament?,Pot Black,"Question 6 of hour 42 stated at 11:36:14 (note: timestamp mentions '1960' but is corrected to '1969' in later readings). Answer 'Pot Black' given at 11:43:17. 'Pot Black' was a snooker tournament on the BBC. --- Question identified as 'question number six of hour 42'. Answer given as 'Pot Black' at 11:43:17. The question mentions David Attenborough and BBC, suggesting a British television production. Note: transcription shows '1960' in first reading but '1969' in later readings - using 1969 as it appears in most repetitions. --- Question identified at 11:36:14 as 'question number six of the hour' (hour 42). Note: transcript says '1960' initially but corrected to '1969' in later reading at 11:36:45. Answer provided at 11:42:47 as 'pot black'. Confirmed at 11:43:17."
2023,42,7,Young Sheldon and his rival Paige try to outdo one another even at vacation Bible school when she gives a long complicated answer about the book of Matthew that he didn't expect her to know she won a prize. What specifically was that prize as mentioned by the Youth Minister?,A Psalm 100 bookmark,Question 7 of hour 42 stated at 11:43:47. Answer 'A Psalm 100 bookmark' given at timestamp 11:48:49. The transcription clearly indicates this is from the TV show Young Sheldon. --- Question identified as 'question number seven hour 42'. Answer given as 'A Psalm 100 bookmark' at 11:48:49. Question references the TV show Young Sheldon and mentions a religious context. --- Question identified at 11:43:47 as 'question number seven hour 42'. Answer provided at 11:48:49 as 'A Psalm 100 bookmark'. Confirmed at 11:48:49.
2023,42,8,What is the first and last name of the actor looking through the hole in the new trivia times picture number 15?,Josh Lucas,Question 8 of hour 42 stated at 11:48:49. Answer 'Josh Lucas' given at timestamp 11:55:52. This is a reference to a photo in the Trivia Times publication distributed with the contest. --- Question identified as 'question number eight hour 42'. Answer given as 'Josh Lucas' at 11:55:52. This is a visual question requiring reference to the Trivia Times newspaper. --- Question identified at 11:48:49 as 'question number eight hour 42'. Answer provided at 11:55:22 as 'Josh Lucas'. Confirmed at 11:55:52.
2023,43,1,"A made for TV movie tells the tale of a woman reemerging after being frozen for more than 30 years and her troubled relationships with her now, much older husband and adult children. What is the last name of these characters?",Carmichael,"Question 1 of hour 43 clearly stated at 12:03:25. Answer 'Carmichael' given at timestamp 12:09:58. The transcription confirms 'the answer Carmichael. Again, the answer to question number one, Carmichael'. --- Question identified as 'question one of hour 43'. Answer given as 'Carmichael' at 12:09:58. Question describes a TV movie premise about a cryogenically frozen woman. --- Question identified at 12:03:25 as 'question one of hour, 43'. Answer provided at 12:09:28 as 'Carmichael'. Confirmed at 12:09:58."
2023,43,2,A television commercial for insurance includes recipe ingredients on a counter cheerfully singing about going into a pot. Even as a woman in a chef's uniform wields a knife to cut them up. What is the name of the establishment where this bizarre scene takes place?,Catering by Linda,"Question 2 of hour 43 stated at 12:10:05. Answer 'Catering by Linda' given at timestamp 12:15:30. The transcription confirms 'The answer catering by Linda. Once again, the answer to question number two. Peter by Linda' (though 'Peter' appears to be a transcription error for 'Catering'). --- Question identified as 'question number two of hour 43'. Answer given as 'Catering by Linda' at 12:16:00. Question describes a specific insurance commercial with unusual imagery. --- Question identified at 12:09:58 as 'question number two' of hour 43. Answer provided at 12:15:30 as 'catering by Linda'. Confirmed at 12:16:00."
2023,43,3,"What household room is also a term used for the non volley zone, a seven ft by 20 ft area adjacent to the net within which one may not volley the ball in a game of pickle ball?",Kitchen,"Question 3 of hour 43 stated at 12:17:31. Answer 'kitchen' given at timestamp 12:23:03. The transcription confirms 'The answer kitchen, once again, the answer to question number three, kitchen'. This refers to the 'kitchen' in pickleball terminology. --- Clearly marked as 'question number three hour 43'. The answer 'kitchen' is provided at timestamp 12:23:03. The question is read multiple times before the answer is given. --- Question identified as 'question number three hour 43' at 12:17:31. Answer given as 'Kitchen' at 12:23:03. This question combines a household room name with pickleball terminology - the 'kitchen' is the non-volley zone in pickleball. --- Clearly marked as 'question number three hour 43' at 12:20:02. Answer given at 12:23:03 as 'kitchen'. This is a straightforward pickleball trivia question about the kitchen/non-volley zone. --- Question identified at 12:17:31 as 'question number three of hour, 43'. Answer provided at 12:22:33 as 'kitchen'. Confirmed at 12:23:03. --- Question 3 of hour 43 is clearly stated and repeated. The answer 'kitchen' is explicitly given at timestamp 12:23:03."
2023,43,4,The image in New trivia Times picture number 16 is from a game based on a movie. What is the full name of that game?,The Goonies Escape with One-Eyed Willie,"Question 4 of hour 43 stated at 12:23:33. The answer is not provided in this transcript chunk. The question is being asked and the team is in the middle of answering at 12:26:04, but no answer is given before the transcript ends. --- Marked as 'question number four of hour 43' at 12:23:03. Answer given at 12:29:05 as 'The Goonies Escape with One-Eyed Willie's Rich'. The transcription shows 'Rich stuff' or 'Rich funds' which appears to be banter after the answer. The actual game answer is 'The Goonies Escape with One-Eyed Willie'. --- Question identified as 'question number four of hour 43' at 12:23:33. Question is read and discussed but answer is not provided within this transcript chunk. The transcript ends at 12:26:04 while still in the middle of question four. --- Marked as 'question number four of hour 43' at 12:23:03. Answer given at 12:29:05 as 'The Goonies escape with one eyed Willie' (variations noted). This requires knowledge of both the movie 'The Goonies' and an escape game based on it. --- Question identified at 12:23:33 as 'question number four of hour 43'. No answer is provided in this transcript chunk; the content cuts off before the answer is revealed. --- Question 4 of hour 43 is clearly identified. The answer is given at 12:29:05 as 'the goonies escape with one eyed willies' (slight variation in transcript but clearly referring to 'The Goonies: Escape with One Eyed Willie')."
2023,43,5,"After being cryogenically frozen for 25 years, an operative who doesn't need to sleep because of a war injury that destroyed the sleep center of his brain is worried he may have been kicked out of the Flat Earth society for not paying dues. What is the first and last name of this literary character?",Evan Tanner,Identified as 'question number five' of 'hour 43' at 12:30:36. Answer provided at 12:36:08 as 'Evan Tanner'. The description matches a character from Robert Heinlein's novels. --- Marked as 'question number five' at 12:30:36. Answer given at 12:36:08 as 'Evan Tanner'. This is a reference to a fictional character from a novel. The character description matches Evan Tanner from Robert E. Marlowe's novels. --- Question 5 of hour 43 is clearly stated and repeated multiple times. The answer 'Evan Tanner' is explicitly given at timestamp 12:36:08.
2023,43,6,"Five years after the original version of a song hit number five on the Billboard Hot 100, a cover reached the top spot. That version has been used in multiple movie and TV soundtracks including one high profile appearance in a series of bizarre scenes that inspired an early internet meme. What is the name of this song?",Hooked on a Feeling,Marked as 'question number six of hour 43' at 12:37:39. Answer given at 12:43:41 as 'Hooked on a Feeling'. The question is read multiple times with slight variations. This refers to the Blue Swede cover used in Guardians of the Galaxy. --- Marked as 'question number six of hour 43' at 12:37:39. Answer given at 12:43:41 as 'Hooked on a feeling'. This references the Blue Swede cover becoming famous from the Guardians of the Galaxy soundtrack and associated meme culture. --- Question 6 of hour 43 is clearly stated and repeated. The answer 'Hooked on a feeling' is explicitly given at timestamp 12:43:41. The song references fit the description (Blue Swede's cover was used in Guardians of the Galaxy which inspired memes).
2023,43,7,"In a reoccurring Sesame Street segment, a fish has an item related to that segment's educational subject in her fish bowl. What is the name of this fish?",Dorothy,"Identified as 'question number seven of hour 43' at 12:43:41. Answer provided at 12:50:13 as 'Dorothy'. This refers to Dorothy, the goldfish from the Sesame Street segment. --- Marked as 'question number seven of hour 43' at 12:43:41. Answer given at 12:50:13 as 'Dorothy'. This refers to a well-known Sesame Street character, Dorothy the Goldfish. --- Question 7 of hour 43 is clearly stated and repeated. The answer 'Dorothy' is explicitly given at timestamp 12:50:13."
2023,43,8,What brand of all leather shoes for boys and girls was advertised using the slogan 'They're half the fun of having feet'?,Red Goose,Marked as 'question number eight of hour 43' and described as 'the final question of hour 43' at 12:50:13. Answer given at 12:55:15 as 'Red Goose'. This is a classic advertising slogan for Red Goose shoes. --- Marked as 'question number eight of hour 43' at 12:50:43. Answer given at 12:55:45 as 'Red Goose'. This is a classic vintage shoe brand advertising slogan. --- Question 8 of hour 43 is clearly stated and repeated. The answer 'Red Goose' is explicitly given at timestamp 12:55:15.
2023,44,1,"When big screen character, Doctor Michael Morbius takes over a criminal group's counterfeiting lab, they ask him who he is. What name did he give them?",Venom,Clearly marked as 'question one hour 44' at 13:03:49. Answer provided at 13:09:21 as 'Venom'. This refers to the 2022 Morbius film where the character responds with Venom's name. --- Marked as 'question one hour 44' at 13:03:49. Answer given at 13:09:21 as 'Venom'. This references the Morbius movie where the character assumes or is confused with being Venom. --- Question 1 of hour 44 is clearly stated and repeated. The answer 'Venom' is explicitly given at timestamp 13:09:21. This is from the Marvel film 'Morbius'.
2023,44,2,"On the Trivia Island map, if you're the only bait in town go 200 paces northeast and descend until you find an icon that represents a weapon. The common word for that weapon is also the name of a television program that ran for more than 100 episodes. What is the first name of the lead character of that program?",Frank,"Identified as 'question number two of our 44' at 13:09:51. Answer given at 13:15:23 as 'Frank'. The weapon would be a gun/rifle, and the TV show is 'The Rifleman' starring Frank Conlan. --- Marked as 'question number two of our 44' at 13:09:51. Answer given at 13:15:23 as 'Frank'. This is a reference to a TV show with a weapon-based name; likely referring to the character Frank (possibly from a show like 'S.W.A.T.' or similar). The weapon icon would represent a gun/rifle. --- Question 2 of hour 44 is clearly stated and repeated. The answer 'Frank' is explicitly given at timestamp 13:15:23. The weapon is likely a gun, referring to the TV show 'Gun' or possibly 'Rifle', but based on the answer being 'Frank', this refers to a character from a show related to a weapon name."
2023,44,3,What is the first and last name of the table tennis star and Camel cigarettes pitch person who won the 1955 Pacific Coast championship?,Mary Riley,"Marked as 'question number three of hour 44' at 13:15:23. Answer provided at 13:21:55 as 'Mary Riley' with alternate accepted answer 'Mary mcilwain'. The transcript notes they will accept alternate spellings. --- Marked as 'question number three of hour 44' at 13:15:53. Answer given at 13:21:55 as 'Mary Riley' with note that 'Mary M Ill Wayne' will also be accepted. This is a vintage trivia question about a famous table tennis player and product endorser from the 1950s. --- Question 3 of hour 44 is clearly stated and repeated. The answer is given at timestamp 13:21:55 as 'Mary Wiley', with an alternate acceptable answer of 'Mary McIlwain' noted at 13:22:25."
2023,44,4,"In a pirate-themed episode of a children's show, one character wears a fake green beard, another has a beard made of bubbles, and another uses a pirate name based on his shirt. What was in the treasure chest dug up from the beach?",bamboo,"Identified as 'question number four of hour 44' at 13:23:56. Answer given at 13:30:28 as 'bamboo'. This appears to be from a SpongeBob SquarePants episode. --- Question identified at 13:26:27. The question is repeated multiple times throughout the segment. Answer is given at 13:30:28 as 'bamboo'. This is a SpongeBob SquarePants reference (pirate themed episode). --- Marked as 'question number four of hour 44' at 13:24:26. Answer given at 13:30:28 as 'bamboo'. This appears to be from a children's show episode (likely SpongeBob or similar) with specific pirate character descriptions. --- Question clearly identified as 'question number four of hour 44'. The answer is explicitly stated: 'The answer bamboo.' This appears to be from a SpongeBob SquarePants episode based on the pirate theme description. --- Question 4 of hour 44 is clearly stated and repeated. The answer 'bamboo' is explicitly given at timestamp 13:30:28. This appears to be from a SpongeBob SquarePants episode given the pirate/children's show context. --- Question clearly identified as 'question number four of hour, 44'. The answer is explicitly stated: 'The answer bamboo' at 13:30:28. This appears to be referring to a pirate-themed children's show episode."
2023,44,5,Big screen character Peter Hilton while working to crack a Nazi encryption machine learns of an impending attack on a convoy. His brother is a gunnery on a ship in that convoy. What is the name of that ship?,HMS Carlisle,"Question identified at 13:31:28 as 'question number five of our 44'. The question is fully stated by 13:31:59, but the answer is not provided in this transcript chunk. This refers to the film 'The Imitation Game'. --- Question identified at 13:31:28. 'Our 44' transcribed as 'hour 44'. Question repeated multiple times. Answer given at 13:37:30 as 'HMS Carlisle'. This refers to the film 'The Imitation Game' (2014). --- Question identified as 'question number five of our 44' (our = hour). Answer explicitly stated: 'The answer HMS Carlisle.' This refers to the film 'The Imitation Game' about Alan Turing. --- Question identified as 'question number five of hour, 44'. Multiple readings confirm this is about Peter Hilton and a Nazi encryption machine (likely referring to 'The Imitation Game'). Answer explicitly stated at 13:37:30: 'The answer? HMS. Carlisle.'"
2023,44,6,"While a song's original demo was downbeat, the version released as the first single on an artist's debut album was significantly more upbeat in part due to backing vocals by David Crosby and Graham Nash. It became a top 10 hit. What is the name of this song?",Doctor My Eyes,Question identified at 13:38:01. 'Our 44' = hour 44. Question repeated multiple times with slight variations. Answer given at 13:44:33 as 'Doctor My Eyes'. This is Jackson Browne's song from his 1972 debut album. --- Question identified as 'question number six of hour 44'. Answer explicitly stated: 'The answer Doctor My eyes.' This is Jackson Browne's hit from his 1972 debut album. --- Question identified as 'question number six of hour 44'. Answer explicitly stated at 13:44:33: 'The answer. Doctor My eyes'. Multiple readings of the question confirm the details about David Crosby and Graham Nash providing backing vocals.
2023,44,7,"The young girl in New Trivia Times picture number 28 isn't being censored. We merely removed a telltale part of the image as it appeared in a print ad. And of course, we gave her a doughnut. According to a line in the ad that says it won't go rancid, what is the brand of this product?",Peter Pan,"Question identified at 13:44:33. 'Our 44' = hour 44. Question repeated multiple times. Answer given at 13:51:05 as 'Peter Pan'. This refers to Peter Pan peanut butter advertising. --- Question identified as 'question number seven of hour 44'. Answer explicitly stated: 'The answer Peter Pan.' This is a reference to a Peter Pan peanut butter advertisement. --- Question identified as 'question number seven of hour 44'. Answer explicitly stated at 13:51:05: 'The answer Peter Pan'. This is referring to Peter Pan peanut butter, which would be preserved/not go rancid."
2023,44,8,"When the hammer finally gets to throw a bus, she misses her miscreant target. What landmark does she hit? Please be complete.",Buckingham Fountain,Question identified at 13:51:35. 'Our 44' = hour 44. Question repeated multiple times with transcription variation ('mystery and target' should be 'miscreant target'). Answer given at 13:58:07 as 'Buckingham Fountain'. This refers to a scene from the movie 'Miss Congeniality 2: Armed and Fabulous'. --- Question identified as 'question number eight of our 44' (our = hour). Answer explicitly stated: 'The answer Buckingham Fountain.' This is likely from 'Suicide Squad' referring to Harley Quinn's actions in Chicago. --- Question identified as 'question number eight of hour 44'. Answer explicitly stated at 13:58:07: 'The answer. Buckingham Fountain'. This appears to be referencing a scene from a film involving a female character with a hammer.
2023,45,1,"A wrestling move that involves lifting an opponent up and jumping or dropping on them in such a way that the opponent's stomach takes an impact, usually from a knee, has many variants. One used by Darren Young as a finishing move starts with a fireman's carry. What did he call his version of this move?",Gut Check,Question identified at 14:05:40. 'Our 45' = hour 45. Question repeated multiple times. Answer given at 14:11:43 as 'Gut Check'. Darren Young is a professional wrestler. --- Question identified as 'question one hour 45'. Answer explicitly stated: 'The answer Gut check.' This refers to professional wrestler Darren Young's finishing move. --- Question identified as 'question number one hour 45'. Answer explicitly stated at 14:11:43: 'The answer. Gut check.' This is a professional wrestling trivia question about WWE wrestler Darren Young's finishing move.
2023,45,2,An instrumental composition in a commercial became a hit single recorded by session musicians but credited to a group that in public was portrayed by entirely different performers. This song was also the title cut for an album with cover photography featuring still frames from the commercial. What is the name of this single and album?,No Matter What Shape Your Stomach Is In,Question identified at 14:11:43. 'Our 45' = hour 45. Question repeated multiple times. Answer given at 14:17:45 as 'No Matter What Shape Your Stomach Is In'. This refers to The Barbarians' 1965 hit that was actually created for a Slim Jim commercial. --- Question identified as 'question number two of our 45' (our = hour). Answer explicitly stated: 'The answer no matter what shape your stomach is in.' This is the Bonzo Dog Doo-Dah Band's hit from a Alka-Seltzer commercial. --- Question identified as 'question number two of our 45'. Answer explicitly stated at 14:17:45: 'The answer no matter what shape. Your stomach is in' (combined at 14:18:15). This refers to the Shapely Wafers commercial hit single and album.
2023,45,3,"A British Prime Minister was given a superhero nickname by a political cartoonist. When introduced, the heroic character was described as having a padded torso. What is this Prime Minister's first and last name?",Harold Macmillan,"Question identified at 14:18:15. 'Our 45' = hour 45. Question repeated multiple times with 'petted' transcription (should be 'padded'). Answer given at 14:23:47 as 'Harold Macmillan'. Macmillan was nicknamed 'Supermac' by cartoonist Vicky. --- Question identified as 'question number three of our 45' (our = hour). Answer explicitly stated: 'The answer Harold Macmillan.' Macmillan was nicknamed 'Supermac' by cartoonists during his tenure as British Prime Minister. --- Question identified as 'question number three of our 45'. Answer explicitly stated at 14:23:47: 'The answer, Harold Macmillan.' This refers to the political cartoon character 'Supermac' created during Macmillan's time as PM."
2023,45,4,"While traditional sea shanty lyrics often change, Pete Seeger recorded a version of a shanty about a seaman who has had too much to drink and includes a repeated line about shaving. What is that repeated line? Please be complete.",Shave his belly with a rusty razor,"Question identified at 14:23:47. 'Our 45' = hour 45. Question repeated multiple times. Answer given at 14:29:19 as 'Shave his belly with a rusty razor'. This is from the traditional sea shanty 'Blow the Man Down'. --- The question is clearly stated at 14:28:49. The answer is provided at 14:29:19. The request for a complete answer is noted in the original question text. --- Question identified as 'question number four of hour 45'. Answer explicitly stated: 'The answer Shave his belly with a rusty razor.' This is from the traditional sea shanty 'What Shall We Do with a Drunken Sailor.' --- The timestamp 14:28:49 indicates this is from hour 45. The question is clearly stated and the answer is explicitly provided at 14:29:19. The answer was repeated for emphasis as indicated by 'Again, the answer to question number four, shave his belly with a rusty razor.' --- Question identified as 'question number four of hour, 45'. Answer explicitly stated at 14:29:19: 'The answer. Shave his belly with a rusty razor.' This is from the sea shanty 'What Shall We Do with a Drunken Sailor.' --- Question is explicitly stated at the beginning of the transcript. The answer is given immediately after the question is read. The phrase 'our' is used in 'question number four' context though 'hour 45' is mentioned in the background. Actually reviewing more carefully, this appears to be from hour 45 based on context mentioning 'question number four of hour 45' in surrounding text, but the timestamp and initial context suggests this is a conclusion of an earlier question. The answer is clearly stated: 'Shave his belly with a rusty razor.'"
2023,45,5,"Just before Puppy Bowl 19, Team Rough declined to match Team Fluff's contract offer to a restricted free agent pup. The pup dropped a demand for five postal carriers to chase in exchange for 30 belly rubs from Dan. The ref, what is the name of this free agent pup?",Stardust,"Question identified at 14:30:49. 'Our 45' = hour 45. Question repeated at 14:31:20. No answer provided in this transcript chunk. The question continues into the next segment at 14:33:20. This is about the Animal Planet's Puppy Bowl TV special. --- Question introduced at 14:30:49, repeated multiple times. Answer given at 14:37:22 as 'Stardust' (also transcribed as 'Star Dust'). This is a Puppy Bowl-themed trivia question. --- Question identified as 'question number five of hour 45'. The answer is not provided in this transcript chunk. The transcript cuts off mid-question during the middle break before the answer would be announced. --- The question starts at 14:30:49 and is repeated multiple times. The answer 'Stardust' is provided at 14:37:22 with confirmation 'Once again the answer to question number five, Star Dust.' This is clearly question 5 of hour 45. --- Question identified as 'question number five of hour 45'. The question is read multiple times but the answer is not provided in this transcript chunk. The transcript cuts off before the answer is given. --- Question is stated multiple times throughout the transcript. The answer 'Stardust' is explicitly given at timestamp 14:37:22 with the confirmation 'Once again the answer to question number five, Star Dust.'"
2023,45,6,"Call in and sing for us the five symptoms treated by Pepto-Bismol because they're sung in many styles over countless commercials. You just need to sing the five symptoms in the proper order, but in any style your team can agree upon.","Nausea, heartburn, indigestion, upset stomach, diarrhea","Question stated at 14:38:52. Answer provided at 14:47:25. The transcription shows 'heartburn, indigestion, upset stomach diarrhea' but the full answer list should include 'nausea' first based on the complete statement in the transcript. --- Question starts at 14:38:52 and is repeated multiple times through 14:46:55. The answer is provided at 14:47:25: 'the answer, nausea, heartburn, indigestion, upset stomach diarrhea.' This is a singing question worth identifying the classic Pepto-Bismol jingle symptoms. --- This is a singing question where teams must call in and sing the five symptoms. The answer is provided at timestamp 14:47:25: 'nausea, heartburn, indigestion, upset stomach diarrhea.' The transcript confirms this is question 6 of hour 45."
2023,45,7,A movie and product tie-in advertised during Super Bowl 57 included the line 'your eyes are bigger than your thorax.' What is the registered brand name of the beverage advertised in this commercial?,Heineken,"Question stated at 14:47:55. Answer given at 14:53:57 as 'Heineken'. This is a Super Bowl commercial tie-in question. --- Question is stated at 14:47:55 and repeated at 14:50:56. The answer 'Heineken' is provided at 14:53:57 with confirmation 'Once again the answer to question number seven, Heineken.' This references a Super Bowl commercial. --- Question is stated at timestamp 14:47:55. The answer 'Heineken' is provided at timestamp 14:53:57 with confirmation 'Once again the answer to question number seven, Heineken.'"
2023,45,8,"What is the rank, nickname, and last name of the character with the open shirt in New Trivia Times picture number 18?",General Buck Turgidson,"Question stated at 14:53:57. Answer given at 14:59:59 as 'General Buck Turin' (transcription shows 'Turiddoe' but likely 'Turgidson' or similar - the answer is stated as 'General Buck Turin' in the repeat). This requires identifying a character from a picture in the trivia materials. --- Question is stated at 14:53:57 and repeated at 14:56:58. The answer is provided at 14:59:59 as 'General Buck Turin.' This appears to reference a picture-based trivia question. The transcription shows 'Turin' though it may be 'Turiddoe' - transcription uncertainty noted. --- Question is stated at timestamp 14:53:57. The answer 'General Buck Turgidson' (transcribed as 'General Buck Turin' in transcript but likely 'Turgidson') is provided at timestamp 14:59:59 with confirmation 'Once again, the answer to question number eight, General Buck Turin.'"
2023,46,1,What is the name of the first number one single on the Billboard Hot 100 to include the voice of Bob Dylan?,We Are the World,"Question stated at 15:07:32. Answer provided at 15:12:04 as 'We Are the World'. Clear question about music chart history. --- Question is stated at 15:07:32 and repeated at multiple points. The answer 'We are the world' is provided at 15:11:34 with confirmation 'Once again, the answer to question number one of hour, 46 we are the world.' --- Question is stated at timestamp 15:07:32. The answer 'We Are the World' is provided at timestamp 15:12:04 with confirmation 'the answer. We are the world. Once again, the answer to question number one of hour, 46 we are the world.'"
2023,46,2,"A character was defeated in a video game by fictionalized versions of four individuals: an accomplished actress who had played a recurring character on Pee Wee's Playhouse, an NBA legend, and a man and a woman who between them won two Oscars and 14 Tonys. What is the first and last name of this losing character?",Benoit Blanc,"Question stated at 15:12:34. Answer given at 15:18:36 as 'Benoit Blanc'. This appears to be a reference to the video game appearance in the movie 'Knives Out' or related media. --- Question is stated at 15:12:34 and repeated multiple times. The answer 'Benoit Blanc' is provided at 15:18:36 with confirmation 'the answer to question number two of our 46 Ben Blanc.' This references a character from the video game Knives Out universe. --- Question is stated at timestamp 15:12:34. The answer 'Benoit Blanc' is provided at timestamp 15:18:36 with confirmation 'The answer, Benoit Blanc, once again, the answer to question number two of our 46 Ben Blanc.'"
